2025-12-20|research|In Progress|2025-12-20-research-deepseek-llama-arbitrage-comparison.md|Research: DeepSeek and Llama Model Comparison for Arbitrage (Late 2025)
2025-12-20|skill|Complete|2025-12-20-inv-update-all-worker-skills-include.md|Investigation: Update All Worker Skills with 'Leave it Better' Phase
2025-12-20|skill|Complete|2025-12-20-inv-update-investigation-skill-use-summary.md|Summary (D.E.K.N.)
2025-12-20|spawn|Complete|2025-12-20-inv-add-missing-spawn-flags-no.md|Investigation: Add Missing Spawn Flags
2025-12-20|spawn|Complete|2025-12-20-inv-fix-spawn-use-standalone-mode.md|Investigation: Fix Spawn to Use Standalone Mode with TUI
2025-12-20|spawn|Complete|2025-12-20-inv-implement-headless-spawn-mode-add.md|Investigation: Implement Headless Spawn Mode
2025-12-20|spawn|Complete|2025-12-20-inv-make-headless-mode-default-deprecate.md|Investigation: Make Headless Mode Default for Spawn
2025-12-20|spawn|Complete|2025-12-20-inv-scope-out-headless-swarm-implementation.md|Summary (D.E.K.N.)
2025-12-20|synthesis|Complete|2025-12-20-audit-legacy-artifacts-synthesis-protocol.md|Summary (D.E.K.N.)
2025-12-20|synthesis|Complete|2025-12-20-design-synthesis-protocol-schema.md|Investigation: Synthesis Protocol Design for Agent Handoffs
2025-12-20|synthesis|Complete|2025-12-20-inv-implement-synthesis-card-display-swarm.md|Summary (D.E.K.N.)
2025-12-20|synthesis|Complete|2025-12-20-inv-implement-synthesis-protocol-create-orch.md|Investigation: Synthesis Protocol Implementation Verification
2025-12-21||Complete|2025-12-21-inv-agents-being-marked-completed-registry.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-chronicle-artifact-type-design.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-citation-mechanisms-how-artifacts-track.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-deep-dive-inter-agent-communication.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-deep-post-mortem-last-24.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-enhance-orch-clean-four-layer.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-enhance-tmuxinator-config-generation-use.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-failure-mode-artifacts.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-fix-oauth-token-revocation-getaccountcapacity.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-fix-session-id-capture-timing.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-implement-port-allocation-registry-orch.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-knowledge-promotion-paths.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-orch-status-showing-stale-sessions.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-orchestrator-session-boundaries.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-questioning-inherited-constraints-when-how.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-reconciliation-should-check-completed-work.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-reflection-checkpoint-pattern-agent-sessions.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-registry-abandon-doesn-remove-agent.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-scope-orch-init-project-standardization.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-temporal-signals-autonomous-reflection.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-trace-evolution-orch-cli-python.md|Summary (D.E.K.N.)
2025-12-21||Complete|2025-12-21-inv-workspace-lifecycle-when-workspaces-created.md|Summary (D.E.K.N.)
2025-12-21|audit|Complete|2025-12-21-inv-audit-all-registry-usage-orch.md|Summary (D.E.K.N.)
2025-12-21|beads|Complete|2025-12-21-inv-beads-kb-workspace-relationships-how.md|Summary (D.E.K.N.)
2025-12-21|beads|Complete|2025-12-21-inv-beads-oss-relationship-fork-vs.md|Summary (D.E.K.N.)
2025-12-21|beads|Complete|2025-12-21-inv-orch-complete-closes-beads-issue.md|Summary (D.E.K.N.)
2025-12-21|daemon|Complete|2025-12-21-inv-daemon-hook-integration-kb-reflect.md|Summary (D.E.K.N.)
2025-12-21|dashboard|Findings Complete|2025-12-21-inv-dashboard-needs-better-agent-activity.md|Summary (D.E.K.N.)
2025-12-21|design|Complete|2025-12-21-design-deep-pattern-analysis-orchestration-artifacts.md|Summary (D.E.K.N.)
2025-12-21|design|Complete|2025-12-21-design-kb-reflect-command-specification.md|Summary (D.E.K.N.)
2025-12-21|design|Complete|2025-12-21-design-minimal-artifact-taxonomy.md|Summary (D.E.K.N.)
2025-12-21|design|Complete|2025-12-21-inv-design-self-reflection-protocol-specification.md|Summary (D.E.K.N.)
2025-12-21|design|Complete|2025-12-21-inv-design-single-agent-review-command.md|Summary (D.E.K.N.)
2025-12-21|knowledge|Complete|2025-12-21-inv-fix-buildspawncommand-pass-model-flag.md|Summary (D.E.K.N.)
2025-12-21|knowledge|Complete|2025-12-21-inv-model-handling-conflicts-between-orch.md|Summary (D.E.K.N.)
2025-12-21|spawn|Complete|2025-12-21-inv-add-concurrency-limit-orch-spawn.md|Summary (D.E.K.N.)
2025-12-21|spawn|Complete|2025-12-21-inv-headless-spawn-not-sending-prompts.md|Summary (D.E.K.N.)
2025-12-21|spawn|Complete|2025-12-21-inv-phase-evaluate-spawn-session-id.md|Summary (D.E.K.N.)
2025-12-21|synthesis||2025-12-21-synthesis-registry-evolution-and-orch-identity.md|Synthesis: Registry Evolution and Orch Identity
2025-12-21|synthesis|Complete|2025-12-21-inv-agents-skip-synthesis-md-creation.md|Summary (D.E.K.N.)
2025-12-21|synthesis|Complete|2025-12-21-inv-multi-agent-synthesis-when-multiple.md|Summary (D.E.K.N.)
2025-12-21|verification|Complete|2025-12-21-inv-implement-verify-opencode-disk-session.md|Summary (D.E.K.N.)
2025-12-21|verification|Complete|2025-12-21-inv-investigate-orch-status-showing-stale.md|Summary (D.E.K.N.)
2025-12-21|verification|Complete|2025-12-21-inv-post-install-verify.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-debug-orch-status-stale-sessions.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-40-agents-showing-as-active.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-add-lineage-headers-extracted-supersedes.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-add-liveness-warning-orch-complete.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-add-orch-swarm-command-batch.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-add-windows-flag-orch-clean.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-agentlog-init-ready-integrate-into.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-claude-md-template-system.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-consolidate-artifact-templates-into-kb.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-debug-session-id-write.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-deep-dive-template-system-fragmentation.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-final-test-installed-binary.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-how-do-investigation-files-become-stale.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-implement-kb-chronicle-command-shows.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-implement-progressive-disclosure-feature-impl.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-implement-tiered-kb-context-filtering.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-orch-handoff-generates-stale-incorrect.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-orch-init-consider-creating-default.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-real-time-agent-activity-display.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-retire-stale-investigation-template-orch.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-review-19-open-investigations-kb.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-trace-confidence-score-effectiveness.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-update-orch-status-use-islive.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-update-project-claude-md-reflect.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-what-knowledge-context-lives-completed.md|Summary (D.E.K.N.)
2025-12-22||Complete|2025-12-22-inv-workers-stall-during-build-phase.md|Summary (D.E.K.N.)
2025-12-22|audit|Complete|2025-12-22-inv-audit-orchestration-lifecycle-post-registry.md|Summary (D.E.K.N.)
2025-12-22|beads|Complete|2025-12-22-debug-headless-spawns-not-discoverable-by-beads-id.md|Summary (D.E.K.N.)
2025-12-22|beads|Complete|2025-12-22-inv-beads-multi-repo-hydration-why.md|Summary (D.E.K.N.)
2025-12-22|daemon|Complete|2025-12-22-inv-add-concurrency-control-daemon-worker.md|Summary (D.E.K.N.)
2025-12-22|daemon|Complete|2025-12-22-inv-phase-daemon-hook-integration-add.md|Summary (D.E.K.N.)
2025-12-22|dashboard|Complete|2025-12-22-debug-dashboard-shows-0-agents-despite-api-returning-209.md|Summary (D.E.K.N.)
2025-12-22|dashboard|Complete|2025-12-22-inv-dashboard-agent-activity-visibility.md|Summary (D.E.K.N.)
2025-12-22|design|Complete|2025-12-22-inv-design-ideal-cross-repo-setup.md|Summary (D.E.K.N.)
2025-12-22|design|Complete|2025-12-22-inv-design-knowledge-system-project-extraction.md|Summary (D.E.K.N.)
2025-12-22|knowledge|Complete|2025-12-22-inv-model-flexibility-phase-expand-model.md|Summary (D.E.K.N.)
2025-12-22|skill|Complete|2025-12-22-inv-de-bloat-feature-impl-skill.md|Summary (D.E.K.N.)
2025-12-22|skill|Complete|2025-12-22-inv-migrate-feature-impl-skill-skillc.md|Summary (D.E.K.N.)
2025-12-22|skill|Complete|2025-12-22-inv-pilot-migration-convert-investigation-skill.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-fix-pre-spawn-kb-context.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-flip-default-spawn-mode-headless.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-headless-spawn-mode-readiness-what.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-headless-spawn-registers-wrong-project.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-implement-tiered-spawn-protocol-add.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-orch-spawn-auto-init-if.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-pre-spawn-kb-context-noise-filtering.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-spawn-agent-tmux.md|Summary (D.E.K.N.)
2025-12-22|spawn|Complete|2025-12-22-inv-update-spawn-command-help-text.md|Summary (D.E.K.N.)
2025-12-22|verification|Complete|2025-12-22-inv-investigate-skillc-vs-orch-knowledge.md|Summary (D.E.K.N.)
2025-12-22|verification|Complete|2025-12-22-inv-re-investigate-skillc-vs-orch.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-debug-opencode-api-redirect-loop.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-analyze-nate-jones-article-llm.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-explore-options-centralized-server-management.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-explore-value-orchestrator-worker-awareness.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-external-content-workflow-discussing-reddit.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-find-command-performance-evaluate-alternatives.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-implement-context-injection-gathering-orch.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-oc-command-opencode-dev-wrapper.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-orch-status-can-detect-active.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-orch-status-shows-active-agents.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-orch-status-takes-11-seconds.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-orch-wait-fails-failed-get.md|Summary (D.E.K.N.)
2025-12-23||Complete|2025-12-23-inv-set-orch-worker-environment-variable.md|Summary (D.E.K.N.)
2025-12-23|audit|Complete|2025-12-23-audit-organizational-orch-go-codebase-structure.md|Summary (D.E.K.N.)
2025-12-23|cli|Complete|2025-12-23-inv-cli-output-not-appearing-orch.md|Summary (D.E.K.N.)
2025-12-23|cli|Complete|2025-12-23-inv-cli-output-not-appearing.md|Summary (D.E.K.N.)
2025-12-23|dashboard|Complete|2025-12-23-inv-audit-swarm-dashboard-web-ui.md|Summary (D.E.K.N.)
2025-12-23|dashboard|Complete|2025-12-23-inv-design-question-should-swarm-dashboard.md|Summary (D.E.K.N.)
2025-12-23|dashboard|Investigating|2025-12-23-inv-web-ui-intermittent-failure-race.md|Summary (D.E.K.N.)
2025-12-23|design|Complete|2025-12-23-inv-design-question-should-orch-servers.md|Summary (D.E.K.N.)
2025-12-23|knowledge|Complete|2025-12-23-debug-headless-spawn-model-format.md|Summary (D.E.K.N.)
2025-12-23|knowledge|Complete|2025-12-23-inv-model-selection-issue-architect-agent.md|Summary (D.E.K.N.)
2025-12-23|research|Complete|2025-12-23-design-practitioner-research-infrastructure.md|Design: Practitioner Research Infrastructure
2025-12-23|skill|Complete|2025-12-23-inv-audit-recent-skill-changes-their.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-cleanup-after-orchestrator-skill-loading.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-create-kb-reflect-skill-triaging.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-fix-skill-constraint-scoping-currently.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-orchestrator-skill-loading-workers-despite.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-test-fix-nested-skillc.md|Summary (D.E.K.N.)
2025-12-23|skill|Complete|2025-12-23-inv-update-orchestrator-skill-reflect-headless.md|Summary (D.E.K.N.)
2025-12-23|spawn|Complete|2025-12-23-inv-headless-spawn-does-not-pass.md|Summary (D.E.K.N.)
2025-12-23|spawn|Complete|2025-12-23-inv-orch-status-shows-headless-agents.md|Summary (D.E.K.N.)
2025-12-23|spawn|Complete|2025-12-23-inv-token-limit-explosion-headless-spawn.md|Summary (D.E.K.N.)
2025-12-23|verification|Complete|2025-12-23-inv-implement-constraint-extraction-verification-orch.md|Summary (D.E.K.N.)
2025-12-23|verification|Complete|2025-12-23-inv-implement-phase-gates-verification-orch.md|Summary (D.E.K.N.)
2025-12-23|verification|Complete|2025-12-23-inv-implement-skill-constraint-verification-orch.md|Summary (D.E.K.N.)
2025-12-23|verification|Complete|2025-12-23-inv-investigate-git-branching-strategies-swarm.md|Summary (D.E.K.N.)
2025-12-23|verification|Complete|2025-12-23-inv-verify-spawn-works.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-add-api-usage-endpoint-serve.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-agent-card-should-show-processing.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-auto-rebuild-after-go-changes.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-enhance-orch-handoff-command-keep.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-feature-impl-agents-completing-without.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-active-agents-constantly-reordering.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-archive-section-sort-completed.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-nanm-runtime-display-agent.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-orch-clean-messaging-currently.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-race-condition-tests-using.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-recent-section-jostling-use.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-fix-status-filter-test-expects.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-implement-agent-card-slide-out.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-improve-active-agent-titles-show.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-meta-orchestration-maturity-assessment.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-orch-go-investigation-auto-switch.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-replace-duplicate-active-recent-archive.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-scope-porting-auth-features-orch.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-test-concurrency-fix.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-trace-each-principle-kb-principles.md|Summary (D.E.K.N.)
2025-12-24||Complete|2025-12-24-inv-what-orch-ecosystem-reflect-what.md|Summary (D.E.K.N.)
2025-12-24|audit|Complete|2025-12-24-inv-addendum-ecosystem-audit-opencode.md|Summary (D.E.K.N.)
2025-12-24|audit|Complete|2025-12-24-inv-follow-up-ecosystem-audit-orch.md|Summary (D.E.K.N.)
2025-12-24|audit|Complete|2025-12-24-inv-full-ecosystem-audit-scope-simplify.md|Summary (D.E.K.N.)
2025-12-24|beads|Complete|2025-12-24-inv-add-fallback-beads-close-reason.md|Summary (D.E.K.N.)
2025-12-24|beads|Complete|2025-12-24-inv-daemon-uses-bd-list-status.md|Summary (D.E.K.N.)
2025-12-24|daemon|Complete|2025-12-24-inv-daemon-autostart-race-condition-causing.md|Summary (D.E.K.N.)
2025-12-24|daemon|Complete|2025-12-24-inv-daemon-finds-triage-ready-issues.md|Summary (D.E.K.N.)
2025-12-24|daemon|Complete|2025-12-24-inv-daemon-selects-issues-triage-ready.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-add-beads-stats-dashboard-stats.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-add-focus-drift-indicator-dashboard.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-add-servers-status-panel-dashboard.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-dashboard-agent-detail-panel-live.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-dashboard-phase-badges-not-showing.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-design-dashboard-integrations-beyond-agents.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-fix-dashboard-show-account-name.md|Summary (D.E.K.N.)
2025-12-24|dashboard|Complete|2025-12-24-inv-implement-progressive-disclosure-swarm-dashboard.md|Summary (D.E.K.N.)
2025-12-24|design|Complete|2025-12-24-inv-design-agent-card-click-interaction.md|Summary (D.E.K.N.)
2025-12-24|knowledge|Complete|2025-12-24-inv-model-provider-architecture-orch-vs.md|Summary (D.E.K.N.)
2025-12-24|skill|Complete|2025-12-24-inv-orchestrator-skill-says-complete-agents.md|Summary (D.E.K.N.)
2025-12-24|spawn|Complete|2025-12-24-inv-explore-orch-send-vs-spawn.md|Summary (D.E.K.N.)
2025-12-24|spawn|Complete|2025-12-24-inv-test-spawn-24dec.md|Summary (D.E.K.N.)
2025-12-24|verification|Complete|2025-12-24-inv-fix-orch-clean-verify-opencode.md|Summary (D.E.K.N.)
2025-12-24|verification|Complete|2025-12-24-inv-investigate-emerging-pattern-how-would.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-debug-orch-review-shows-needs-review.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-add-kb-context-token-limit.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-add-nice-looking-tooltips-web.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-add-timeout-handling-stuck-untracked.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-agent-card-has-excess-whitespace.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-gap-detection-layer.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-investigation-file-naming-quality.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-pressure-over-compensation-surfacing-mechanisms.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-regression-agent-cards-jostling-first.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-run-kb-reflect-across-all.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-separate-orch-serve-status-orch.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-should-orchestrator-have-visibility-into.md|Summary (D.E.K.N.)
2025-12-25||Complete|2025-12-25-inv-xyztotallynonexistenttopic.md|Summary (D.E.K.N.)
2025-12-25||In Progress|2025-12-25-inv-pattern-tool-relationship-shareability.md|Investigation: Pattern/Tool Relationship and Shareability
2025-12-25|beads|Complete|2025-12-25-inv-audit-all-19-bd-exec.md|Summary (D.E.K.N.)
2025-12-25|beads|Complete|2025-12-25-inv-beads-database-pollution-orch-go.md|Summary (D.E.K.N.)
2025-12-25|beads|Complete|2025-12-25-inv-design-beads-integration-strategy-orch.md|Summary (D.E.K.N.)
2025-12-25|beads|Complete|2025-12-25-inv-implement-pkg-beads-go-rpc.md|Summary (D.E.K.N.)
2025-12-25|beads|Complete|2025-12-25-inv-migrate-remaining-bd-exec-command.md|Summary (D.E.K.N.)
2025-12-25|daemon|Complete|2025-12-25-inv-add-daemon-completion-polling-close.md|Summary (D.E.K.N.)
2025-12-25|daemon|Complete|2025-12-25-inv-migrate-daemon-listreadyissues-use-new.md|Summary (D.E.K.N.)
2025-12-25|dashboard|Complete|2025-12-25-debug-agent-cards-dashboard-grow-shrink.md|Summary (D.E.K.N.)
2025-12-25|dashboard|Complete|2025-12-25-inv-add-load-test-dashboard-50.md|Summary (D.E.K.N.)
